Phrase,Total Gematria Value
ויבן שם מזבח ויקרא למקום אל בית־אל כי שם נגלו אליו האלהים בברחו מפני אחיו,2492
ותמת דברה מינקת רבקה ותקבר מתחת לבית־אל תחת האלון ויקרא שמו אלון בכות,6071
וירא אלהים אל־יעקב עוד בבאו מפדן ארם ויברך אתו,1667
ויאמר־לו אלהים שמך יעקב לא־יקרא שמך  עוד יעקב כי אם־ישראל יהיה שמך ויקרא את־שמו ישראל,4492
ויאמר לו אלהים אני אל שדי פרה ורבה גוי וקהל גוים יהיה ממך ומלכים מחלציך יצאו,2083
ואת־הארץ אשר נתתי לאברהם וליצחק לך אתננה ולזרעך אחריך אתן את־הארץ,4862
ויעל מעליו אלהים במקום אשר־דבר אתו,1660
ויצב יעקב מצבה במקום אשר־דבר אתו מצבת אבן ויסך עליה נסך ויצק עליה שמן,3366
ויקרא יעקב את־שם המקום אשר דבר אתו שם אלהים בית־אל,3414
ויסעו מבית אל ויהי־עוד כברת־הארץ לבוא אפרתה ותלד רחל ותקש בלדתה,4314
ויהי בהקשתה בלדתה ותאמר לה המילדת אל־תיראי כי־גם־זה לך בן,3294
ויהי בצאת נפשה כי מתה ותקרא שמו בן־אוני ואביו קרא־לו בנימין,3130
ותמת רחל ותקבר בדרך אפרתה  הוא בית לחם,3206
ויצב יעקב מצבה על־קברתה הוא מצבת קברת־רחל  עד־היום,2853
ויסע ישראל ויט אהלה  מהלאה למגדל־עדר,1215
ויהי בשכן ישראל בארץ ההוא וילך ראובן וישכב את־בלהה פילגש אביו וישמע ישראל  פ ויהיו בני־יעקב שנים עשר,5100
בני לאה בכור יעקב ראובן ושמעון ולוי ויהודה ויששכר וזבולן,2264
בני רחל יוסף ובנימן,614
ובני בלהה שפחת רחל דן ונפתלי,1766
ובני זלפה שפחת לאה גד ואשר אלה בני יעקב אשר ילד־לו בפדן ארם,2766
ויבא יעקב אל־יצחק אביו ממרא קרית הארבע הוא חברון  אשר־גר־שם אברהם ויצחק,3512
ויהיו ימי יצחק מאת שנה ושמנים שנה,1902
ויגוע יצחק וימת ויאסף אל־עמיו זקן ושבע ימים ויקברו אתו עשו ויעקב בניו,3071
ואלה תלדות עשו הוא אדום,1321
עשו לקח את־נשיו מבנות כנען את־עדה בת־אילון החתי ואת־אהליבמה בת־ענה בת־צבעון החוי,5047
ואת־בשמת בת־ישמעאל אחות נביות,2885
ותלד עדה לעשו את־אליפז ובשמת ילדה את־רעואל,2959
ואהליבמה ילדה את־ יעיש כ יעוש ק ואת־יעלם ואת־קרח אלה בני עשו אשר ילדו־לו בארץ כנען,4261
ויקח עשו את־נשיו ואת־בניו ואת־בנתיו ואת־כל־נפשות ביתו ואת־מקנהו ואת־כל־בהמתו ואת כל־קנינו אשר רכש בארץ כנען וילך אל־ארץ מפני יעקב אחיו,8798
כי־היה רכושם רב משבת יחדו ולא יכלה ארץ מגוריהם לשאת אתם מפני מקניהם,3882
וישב עשו בהר שעיר עשו הוא אדום,1920
ואלה תלדות עשו אבי אדום בהר שעיר,2109
אלה שמות בני־עשו אליפז בן־עדה אשת עשו רעואל בן־בשמת אשת עשו,4734
ויהיו בני אליפז תימן אומר צפו וגעתם וקנז,1832
ותמנע ׀ היתה פילגש לאליפז בן־עשו ותלד לאליפז את־עמלק אלה בני עדה אשת עשו,4488
ואלה בני רעואל נחת וזרח שמה ומזה אלה  היו בני בשמת אשת עשו,3431
ואלה היו בני אהליבמה בת־ענה בת־צבעון אשת עשו ותלד לעשו את־ יעיש כ יעוש ק ואת־יעלם ואת־קרח,5857
אלה אלופי בני־עשו בני אליפז בכור עשו אלוף תימן אלוף אומר אלוף צפו אלוף קנז,2943
אלוף־קרח  אלוף געתם אלוף עמלק אלה אלופי אליפז בארץ אדום אלה בני עדה,2224
ואלה בני רעואל בן־עשו אלוף נחת אלוף זרח אלוף שמה אלוף מזה אלה אלופי רעואל בארץ אדום אלה בני בשמת אשת עשו,5108
ואלה בני אהליבמה אשת עשו אלוף יעוש אלוף יעלם אלוף קרח אלה אלופי אהליבמה בת־ענה אשת עשו,4329
אלה בני־עשו ואלה אלופיהם הוא אדום,751
אלה בני־שעיר החרי  ישבי הארץ לוטן ושובל וצבעון וענה,2313
ודשון ואצר ודישן אלה אלופי החרי בני שעיר בארץ אדום,2405
ויהיו בני־לוטן חרי והימם ואחות לוטן תמנע,1589
ואלה בני שובל עלון ומנחת ועיבל שפו ואונם,1709
ואלה בני־צבעון ואיה  וענה הוא ענה אשר מצא את־הימם במדבר ברעתו את־החמרים לצבעון אביו,3637
ואלה בני־ענה דשן ואהליבמה בת־ענה,1209
ואלה בני דישן חמדן ואשבן ויתרן וכרן,1871
אלה בני־אצר בלהן וזעון ועקן,841
אלה בני־דישן עוץ וארן,885
אלה אלופי החרי אלוף לוטן אלוף שובל אלוף צבעון אלוף ענה,1630
אלוף דשן אלוף אצר אלוף דישן אלה אלופי החרי לאלפיהם בארץ שעיר,2815
ואלה המלכים אשר מלכו בארץ אדום לפני מלך־מלך לבני ישראל,2111
וימלך באדום בלע בן־בעור ושם עירו דנהבה,1289
וימת בלע וימלך תחתיו יובב בן־זרח מבצרה,2112
וימת יובב וימלך תחתיו חשם מארץ התימני,2600
וימת חשם וימלך תחתיו הדד בן־בדד המכה את־מדין בשדה מואב ושם עירו עוית,3862
וימת הדד וימלך תחתיו שמלה ממשרקה,2459
וימת שמלה וימלך תחתיו שאול מרחבות הנהר,3014
וימת שאול וימלך תחתיו בעל חנן בן־עכבור,2283
וימת בעל חנן בן־עכבור וימלך תחתיו הדר ושם עירו פעו ושם אשתו מהיטבאל בת־מטרד בת מי זהב,5214
ואלה שמות אלופי עשו למשפחתם למקמתם בשמתם אלוף תמנע אלוף עלוה אלוף יתת,5453
אלוף אהליבמה אלוף אלה אלוף פינן,670
אלוף קנז אלוף תימן אלוף מבצר,1340
אלוף מגדיאל אלוף עירם אלה ׀ אלופי אדום למשבתם בארץ אחזתם הוא עשו אבי אדום,2869
וישב יעקב בארץ מגורי אביו בארץ כנען,1554
אלה ׀ תלדות יעקב יוסף בן־שבע־עשרה שנה היה רעה את־אחיו בצאן והוא נער את־בני בלהה ואת־בני זלפה נשי אביו ויבא יוסף את־דבתם רעה אל־אביהם,6631
וישראל אהב את־יוסף מכל־בניו כי־בן־זקנים הוא לו ועשה לו כתנת פסים,3084
ויראו אחיו כי־אתו אהב אביהם מכל־אחיו וישנאו אתו ולא יכלו דברו לשלם,2361
ויחלם יוסף חלום ויגד לאחיו ויוספו עוד שנא אתו,1418
ויאמר אליהם שמעו־נא החלום הזה אשר חלמתי,1905
והנה אנחנו מאלמים אלמים בתוך השדה והנה קמה אלמתי וגם־נצבה והנה תסבינה אלמתיכם ותשתחוין לאלמתי,4918
ויאמרו לו אחיו המלך תמלך עלינו אם־משול תמשל בנו ויוספו עוד שנא אתו על־חלמתיו ועל־דבריו,4248
ויחלם עוד חלום אחר ויספר אתו לאחיו ויאמר הנה חלמתי חלום עוד והנה השמש והירח ואחד עשר כוכבים משתחוים לי,4725
ויספר אל־אביו ואל־אחיו ויגער־בו אביו ויאמר לו מה החלום הזה אשר חלמת הבוא נבוא אני ואמך ואחיך להשתחות לך ארצה,3948
ויקנאו־בו אחיו ואביו שמר את־הדבר,1383
וילכו אחיו לרעות את־צאן  אביהם בשכם,1765
ויאמר ישראל אל־יוסף הלוא אחיך רעים בשכם לכה ואשלחך אליהם ויאמר לו הנני,2662
ויאמר לו לך־נא ראה את־שלום אחיך ואת־שלום הצאן והשבני דבר וישלחהו מעמק חברון ויבא שכמה,4189
וימצאהו איש והנה תעה בשדה וישאלהו האיש לאמר מה־תבקש,3113
ויאמר את־אחי אנכי מבקש הגידה־נא לי איפה הם רעים,1779
ויאמר האיש נסעו מזה כי שמעתי אמרים נלכה דתינה וילך יוסף אחר אחיו וימצאם בדתן,3625
ויראו אתו מרחק ובטרם יקרב אליהם ויתנכלו אתו להמיתו,3053
ויאמרו איש אל־אחיו הנה בעל החלמות הלזה בא,1331
ועתה ׀ לכו ונהרגהו ונשלכהו באחד הברות ואמרנו חיה רעה אכלתהו ונראה מה־יהיו חלמתיו,3752
וישמע ראובן ויצלהו מידם ויאמר לא נכנו נפש,1770
ויאמר אלהם ׀ ראובן אל־תשפכו־דם השליכו אתו אל־הבור הזה אשר במדבר ויד אל־תשלחו־בו למען הציל אתו מידם להשיבו אל־אביו,5293
ויהי כאשר־בא יוסף אל־אחיו ויפשיטו את־יוסף את־כתנתו את־כתנת הפסים אשר עליו,5105
ויקחהו וישלכו אתו הברה והבור רק אין בו מים,1804
וישבו לאכל־לחם וישאו עיניהם ויראו והנה ארחת ישמעאלים באה מגלעד וגמליהם נשאים נכאת וצרי ולט הולכים להוריד מצרימה,4653
ויאמר יהודה אל־אחיו מה־בצע כי נהרג את־אחינו וכסינו את־דמו,1917
לכו ונמכרנו לישמעאלים וידנו אל־תהי־בו כי־אחינו בשרנו הוא וישמעו אחיו,2621
ויעברו אנשים מדינים סחרים וימשכו ויעלו את־יוסף מן־הבור וימכרו את־יוסף לישמעאלים בעשרים כסף ויביאו את־יוסף מצרימה,5660
וישב ראובן אל־הבור והנה אין־יוסף בבור ויקרע את־בגדיו,2126
וישב אל־אחיו ויאמר הילד איננו ואני אנה אני־בא,984
ויקחו את־כתנת יוסף וישחטו שעיר עזים ויטבלו את־הכתנת בדם,3988
וישלחו את־כתנת הפסים ויביאו אל־אביהם ויאמרו זאת מצאנו הכר־נא הכתנת בנך הוא אם־לא,4115
ויכירה ויאמר כתנת בני חיה רעה אכלתהו טרף טרף יוסף,2934
ויקרע יעקב שמלתיו וישם שק במתניו ויתאבל על־בנו ימים רבים,3577
ויקמו כל־בניו וכל־בנתיו לנחמו וימאן להתנחם ויאמר כי־ארד אל־בני אבל שאלה ויבך אתו אביו,2996
והמדנים מכרו אתו אל־מצרים לפוטיפר סריס פרעה שר הטבחים,2913
ויהי בעת ההוא וירד יהודה מאת אחיו ויט עד־איש עדלמי ושמו חירה,2375
וירא־שם יהודה בת־איש כנעני ושמו שוע ויקחה ויבא אליה,2422
ותהר ותלד בן ויקרא את־שמו ער,2437
